content,type
もうこれオリジナルこえたよ・・・,0
酔ってきた,0
動きやめろｗｗｗ,0
素直に感心するわ・・・,0
なんかいるw,0
ぱねえＷＷＷＷＷＷＷＷ,0
確かに新築っぽいなw,0
光沢すごい,0
モーションなめらか,0
表情細かくていいなぁ,0
なんか外国っぽい,0
お洒落だなぁ……！,0
きれいな声ｗ,0
めちゃ好き,0
かっこいい！,0
ぬるぬる動くよ,0
何これすごい！,0
地味に怖い,0
こいつとか言うなｗ,0
サムネｗｗｗ,0
ちょい声小さい,0
ノリが軽い,0
シンクロがやばい！,0
感動しました！！,0
コレは伸びろ！！,0
心が踊る！,0
毎回思ってたww,0
そういうオチかw,0
これはきついw,0
しょ、しょうがない,0
たどり着いてしまったｗ,0
まさかのｗｗｗ,0
むむむ・・・,0
マジかよ・・・,0
よろしくおねがいします,0
おつですー,0
決まったのかｗｗｗ,0
これは面白そうな対戦,0
たまんねえ,0
楽しみにしてますんで、頑張って！,0
実況しないの？,0
こけっこー,0
この曲いいよなあ,0
好きだわー,0
どういうこと？,0
なんか暗い,0
そんなのわかるかよ～,0
逆走できるんだw,0
ハイリスクでの勝利は嬉しいねぇ,0
最高の映画だったぜ！,0
なぜ伸びないんだ・・・！！,0
見た目がかわいい,0
なぜやろうとした,0
みんな寝てるw,0
せ、先生…,0
最強か,0
フェイント,0
言い方w,0
馬鹿でかい,0
神曲じゃねーか,0
プリズム面白かったわ,0
神だあ,0
歌がシリアス,0
意味が深いｗｗｗ,0
上手いな。,0
もっと評価されてもいいと思う,0
これは嬉しい,0
結構面白そうなんだがｗ,0
シュールだなぁw,0
新感覚すぎるwwwww,0
お疲れ様でした,0
かわええええ,0
キャラはまりすぎｗｗｗ,0
ほんとにやってそうｗｗ,0
あなた様の絵大好きです,0
よいしょおおお,0
草しか生えない,0
いやがらせｗ,0
黒いｗｗｗ,0
いつも食ってんだろｗ,0
ｗｗｗｗｗ,0
ここゾクッとする,0
好きな雰囲気です,0
元気だなぁw,0
強いな,0
今度も飛行機は作ってもらう,0
抱き枕なんとかしろｗ,0
新キャラはいないのね,0
余裕だね～,0
うごけないてき,0
あぶねええ,0
ひどすぎるｗｗｗ,0
カンペｗｗｗ,0
この機能便利ですよね！,0
食べました！！！,0
いいくるまですよね！,0
いいんですよね！,0
楽しそうでいいですね！,0
いい話聞けてうれしいですよ！,0
また次楽しみにしてます！！,0
厳つい顔してるなぁｗ,0
まさにスーパーカーでしたね,0
かっこいい･･･。,0
角が気になって仕方ない,0
みつめる,0
ジャケットも好き,0
不思議な感じの曲,0
うれてるな～,0
服が気になって仕方ない,0
ルパンっぽい,0
お疲れさまでした～,0
当たり,0
相変わらずすばらしい高音,0
本当、良い声大好き！！,0
お、衣装変わった,0
絵がへただ,0
うまそうｗｗｗｗｗ,0
ワカメｗｗ,0
うまそおおおおお,0
朝からハンバーグ,0
花札のBGM,0
前よりキレがある,0
うぽつ,0
やばい，萌える,0
笑顔が素敵ー！,0
かわいい,0
またおてつだいｗｗｗ,0
さすがレンジャー,0
お腹出してるからね,0
だなｗ,0
人参みたいだな,0
対応が大人やなｗ,0
バランス乙,0
おてつだいかｗ,0
聞こえなーい聞こえなーい,0
しびれるキック！,0
あ、こんばんは！,0
よく遊んでね,0
4個だよ,0
おｋ,0
おおお,0
でかいｗ,0
素晴らしい,0
今のはどうなの？,0
すごいがんばったなｗ,0
体かたいのか,0
可愛いｗｗｗｗ,0
まってました！,0
おつかれさまー,0
なにこれかっこいい,0
さすが師匠やでえ,0
やめて,0
真ん中うま,0
女の人かわい,0
うまいなこいつら,0
まさかな,0
こりゃあかん,0
これは泣ける,0
乙でした,0
桜だー,0
おおおお,0
バトル見せてよー,0
でかした,0
絵は慣れる,0
マジレスすると、長時間の「人」の並びが禁止されている地域がある,0
久々に演奏してみたですごいと思った,0
ヨーカドーくっそwwwww,0
一言もしゃべらない伽羅ちゃんwww,0
主コメそれなw,0
プレゼント(ソフィア)と寝る(意味深),0
ルー↑,0
いい表情なさる,0
本物ボーナスが別抽選のわけねーだろ,0
動きでわかる,0
放火魔持ちは心情安定でもたまに派手にやるんじゃなかったか？,0
カリがでかい,0
クロが頭良いwww,0
どうしてそんなもんがｗｗｗ,0
向こうから近づいてくる分にはやれる,0
かまたま？,0
ウォーカーに気をとられてるんやろ,0
リヒたんまじ天使ッスね！！,0
し、しんどい,0
馴れ合わなからちゃん,0
せんせーww,0
ＥＤでまだ結婚させようとしてるトロデにも問題ある,0
5位をめざす♯☆♪□※ｗｗｗ,0
それはない・・・・,0
信之助～,0
上手かったのに残念だ・・・,0
今回MVどれも凝ってるね,0
粒ｗｗｗ,0
踏まれて目ぇ覚ましたんやな,0
って言うか、居たなんて、本当に、強烈だっ！、,0
携帯（通話のみ）だなｗ　教養１が,0
そうだとしても、か　殺す気は無さそうだな,0
マジうれしかったんだな,0
大都の直営店で10がイベ日,0
うん、これは、,0
結局出たら楽しいっていうタイプの人間だしなやるお,0
わ,0
パスゼロ思い出した,0
改型をカイ少佐に渡しちゃうと、イルムは弐式になりがちな気がする,0
うっかりだけどやる夫指揮能力有能ってみえていいなｗ,0
なんですか、これw,0
食べなれたネタを思いだそう。,0
すでに笑えてくる,0
逃げんなw,0
あ・・・（察し,0
まず疑われることでもない,0
そして結び,0
終わりだよー^ ^,0
都市迷彩にしろよｗ,0
特大とは,0
馬鹿野郎！なんでこんなこと書いた！,0
この人ほんとうまいからもっと評価されてくれ,0
家に来なくなるのが先じゃない？,0
普通フェアリー攻撃からのシンシア進化だよなあ,0
さすが！！！,0
設定なさそう,0
近代でも普通選挙が広がるにつれて、宗教系政党が隠然とした力を保持した。一人一票の弊害かねえ。,0
ここだれ？,0
ええこや,0
( ﾟ∀ﾟ):∵ｸﾞﾊｯ!!,0
融合の方は、自身の効果で直接攻撃できないぞ,0
術も全部資質あるんだよな,0
この解説のように日本は代り映えしないけど米国は凋落してるという勘違いが日本のデフレの原因かもしれない,0
この表現すこ,0
はいここ笑うところですよー,0
、,0
鼻から忠誠心が・・・,0
これジオンのが確立当たりやすく設定されてないか？ｗ,0
二号機さっきからなんもしてねーじゃんかｗ,0
LV1頭部のジョイント部分が肩バルカン砲かセンサーみたいに見えるなあ,0
ﾊﾔｵｸﾘすき,0
おばあちゃんみたい,0
分断されちまったか。面倒だな,0
狛枝ぁぁぁあああ！！！！,0
また新人さんか！？,0
腐ってる奴は腐ってる某所みるのがいいよ,0
いいところ大丈夫,0
ふーむ,0
クレムにはリーがインストールされてるからな,0
なんかイメージ変わったわwww,0
もずく,0
今後の台と考えたらね,0
なんか漏れたかなー　これは惜しい,0
今日参加者強者多いな,0
久しぶりにほらね？見たわ,0
まだ復活かるんだけどな,0
裏「One and Only」みないなMV,0
抱きつくのも見てみたかったw,0
ヘッドショット率高いなー…ナイフも相まってノーダメでも行けるんちゃうか,0
こいつらいつも一緒に寝てんな,0
エアガンぶっぱなすのは,0
あ…((察し,0
音声も左右ふってるのか,0
確定って言えないんだよ・・外れないよな？,0
　手厚いサポート＝月額料金に上乗せされてるのがメガキャリア,0
消えたら回復するだけだしな,0
たしかになあ,0
一緒にやってみたいなｗ,0
俺も洋館行って瀕死になってくる,0
いや前髪あるとね…だったかな。たぶん,0
ひっでえな,0
気分は high high high,0
謎の感動,0
総務省じゃなく、キャリアがおかしいだけだろこれ,0
毒状態になってるからですよ。,0
強くなければ生きられない、優しくなければ生きている価値がない,0
絶対結婚するぅぅ,0
バナ山さんすごいもんね…,0
プレーシャー縛りかな？,0
くそおもろい,0
カカッ♪,0
今作PC版も人いっぱいいて良いよな,0
完成版だね,0
なにこのイケメンマジ天使,0
それと電卓,0
さすがうたづきさんハラハラ楽しませてもらいました,0
とてもチモシーの人とは思えない,0
きちぃ,0
つすくる,0
かわいいよ,0
教養のあるゴリラやな,0
生田いいじゃん,0
これはマイリスww,0
ステゴーっす,0
それこそドリキンの86レベルやな,0
watch dogsかな？,0
ひっでー店,0
ソフィアのせいで寝込んだみたいに見える,0
でも以前の様にやたら怯み転倒しなくなったから凄く戦い易くなったね,0
椅子になりたい,0
歌い手俺得,0
フラグか,0
歌えそうwww,0
スタッフに言えｗ,0
べっこり字幕,0
ハイレグはともかくセレブだと見抜くハーケンｗ,0
クスリやってんのかって面だな,0
二万以上負けから新基準は,0
さすがとしか,0
うたってるからだよw,0
ゼノンきつそう,0
痛い子の特等席先生の横ｗ,0
バケゆか…,0
(伽羅ちゃん、声だしてこーぜww),0
うみごん似合ってない,0
バイバインかな？,0
すごいなここ,0
アロセはガチムチ女子のイメージ,0
最後やらかしたなーこれ,0
強いね,0
野中ぁぁぁぁぁぁ！,0
♪～♭～♪～,0
エーベックス感！ガンダム！,0
緊張化,0
どこで使い方を習った？→説明書を読んだのよ,0
←超欲しいんだが,0
‹‹\(´ω` )/››‹‹\( 　´)/››‹‹\( ´ω`)/››~♪,0
また君か...壊れるなぁ...,0
ナイスヘッショ！,0
うｐしました,0
これアドリブってすごいわｗｗ,0
より負けるだろ,0
おっふお,0
何かあるたびにキレそう言ってて草,0
ねねごん,0
リメイクには残虐ENDあるんかなぁ？,0
今度現れたら金たま縫い合わす,0
「ねえ？Maybe Melty？」,0
ゆんｗ,0
くそわろたｗｗｗｗｗｗｗｗ,0
さすがやな,0
増えてるってかさっきから一瞬だけ反応してるぞ,0
ん？なんだって,0
もんじゃ？　ストⅤの話？,0
覚醒吐かしたし勝確しょ,0
甘デジはよ,0
ＣＯ２減らすことは良いことだという先入観が危険なんだ,0
←わろた,0
おお！総天然色や！,0
小学生かwww,0
忍び学生ごときが！,0
みてくださいよこのガタイ！こんな強そうなガタイしてる人が非力なわけないじゃないですか！（閉廷おじさん）,0
ぱちぱちー,0
普通に笑ったわｗ,0
911,0
この歌好き,0
ホームビデオみたいで素晴らしい調声だった,0
俺はそうだねだな,0
どっちもどっち,0
まあ当たった事無いけどね(｡･ω･｡),0
今後のモチベのためにEntyで支援してください！,0
ドラマは初期とシーズン5でやってたな,0
とびだせ常識(キズナ),0
あーなるほど 加速してるのか,0
よっさんから,0
会長ほんと成長しないな,0
もう笑ってしまう,0
なんじゃこれ,0
なんだこれw,0
大ちゃん頑張ってる,0
upotu-,0
ダニどみ,0
押っ忍,0
放火熱心,0
はやすぎ,0
最近の電通ビルですか,0
Zがガン追いされてZZ放置なんだから被弾しなくて覚醒なんてたまんねぇんだよなぁ,0
一緒に寝てるｗｗ,0
毒・・・,0
あっ…（察し）,0
あ、群れの中歩けるじゃん･･･,0
金のお風呂っ!,0
ケニーとルークは組めそうな気もするが,0
５５　ジェイソン・スタンリッジ,0
くいぎみワロ,0
このカードはヤフオクかな,0
もうMVNOでええやん,0
鞘師ありがとうｗ,0
かまたまうどんっぽい,0
あれはいいんちょうのはず,0
最近マジでおもろいぞ,0
音葉さん…指揮…ケーキうっ、頭が…,0
ムゲフロだともっとひねりの聞いたあだ名が多かった気がする,0
ジル編だとグレネードランチャーが取れる,0
うまい！！,0
タワー戦でエレシュキ投げて主一回死んだらマナためでいい。うまい相手ならエステルにブラムス覚醒が間に合わない,0
清々しいまでの辛辣さw,0
乳首見えてるし怪しいよなぁ,0
きんたま～,0
アスランはおもちゃじゃない！(脊髄反射),0
知ってたしｗ,0
ヤ・ス・ア・キ！！,0
やる気満々。,0
ぽんぽーーーん！！！,0
こんなにスタイリッシュな薪割りは見た事がない,0
結構な代物が幻想入りしたな・・・結界大丈夫なのかね？,0
なんでMVNOという選択肢を取らないのか,0
21世紀は、悪魔と悪党達の消滅時代。,0
あんた今、夢を見とるな？,0
何このかす,0
迷彩の出番やな,0
2位が近いなら巻き込み狙った方がよくないか？,0
論より証拠,0
にどみさんをすこれ,0
まほいくかーい,0
数が減ってたら気づくと思うけどな,0
またトランシーバーか…,0
お ま た せ,0
クーさん！！,0
このゲーム、ダルマにできるんだよなぁ,0
かわええ,0
ほっぺぷにぷにしたい,0
なるほどね,0
うｐありがとうございます。,0
タナカちゃんは仕事できる女って感じがする,0
普通そうだと思いますよｗ,0
これ、毎回ちゃんと電話出てたら、展開違ったのかな？,0
アイテム取り忘れないの？,0
右下じゃなくて左上だろ,0
スカウトされなくてもいけるぞ,0
入賞だから問題無いよー,0
レベルアップーおめでとー♪,0
最近このシリーズが寝る前の日課,0
そりゃ、救国の英雄様とかだろうねぇｗ,0
どこぞの事務員かお前はｗ,0
お～、俺も犯人気になってたからこれは嬉しいｗ,0
これは現在の貨幣価値で五千万円程の金額である,0
ソーサラーレベル上がると嬉しいんだよなぁｗ,0
いきなりオーバーを計算に入れるなｗｗｗ,0
うちらはセッション終了後にレベルアップしてたっけ,0
中の人も家出状態だからな,0
ファイター辺りが兼業したほうが効率いいんだよなあ,0
36回に１回くらいは、今日みたいな日もある,0
一気に戦力上がったな,0
そもそもが中級者ですら厳しい内容だからなwww,0
このぐらいしないと生活費で詰みそうだしね,0
お嬢様は遊びは全力で楽しむタイプだね,0
現金じゃないから割増してあげたのね,0
コンセプトは変わらなくても印象は変わったはず,0
おおまだ車体残っているんだ,0
溜めてうまく売ったな,0
古木より応援歌にあってる,0
坂口は身体を上手く回転させるからね,0
こりゃ今の時代放送できんなｗ,0
もしかして今溶けたのもブレスレットの力？,0
始めて見たウルトラマンがこの回だったｗ,0
大事な事なので2回分放ちました,0
何このきれいな声,0
このタイミングで召喚できてれば勝ってたのか,0
おつかれさまー,0
宇治金時が食べたい,0
魔法の減り早っｗ,0
何回くろてんねん,0
ひびによく気づいたな！！,0
そろそろまじで回転斬りしろや,0
ふりかけタイム,0
目には弓じゃないのか？,0
暖かくなってきたねー,0
ブロック動かせば出るよ,0
盾の位置を把握してないな,0
連打する癖を直さないと,0
なつかしい。ここは難しかった,0
クリアできる気がしないな,0
むしろあたってないｗｗ,0
これ知らなかったああああああ,0
鍵はこの部屋にあります,0
しばらく逃げ回ってたら消えなかったっけ?,0
期待通りの反応ｗｗｗ,0
ここ複雑なのがなあ・・・,0
そうか、ミラーでいいんだな,0
ここは俺はかなり辛かった,0
姫だと主人公の師匠で没後なんだよね,0
安心と信頼の島津ブランド,0
月謝６０００円ってとこかな？,0
ゲストが多いｗ,0
よかったねｗ,0
まずぶつかってくるのありえね,0
ぜんぶみたい,0
何でもありだな,0
レベル１で大丈夫かな？,0
なかなか好きだけどベース気になる,0
風船ぶら下げとるがな,0
ベース真ん中にしてくれ,0
飽きるまで長すぎｗｗ,0
足場がわれてる,0
どういうことなんだ,0
そんなことないぞ！！,0
これはいいなｗ,0
お借りします！,0
ちょっとキャラの持ってる能力忘れすぎじゃね？,0
隊長登場ｗｗｗｗ,0
そういう時は合流するか、援護攻撃,0
同じようなデモはオフしないとクリアまでもたないかもよ？,0
また無意味な博打をｗｗｗ,0
補給すれば使える、気力は減るが,0
俺が勇者だ！,0
零式やジガンに比べてってことじゃない？,0
カスタムですからｗ,0
前に使わなかったけ？,0
命中率マイナスだし必中は必須,0
コーラスいいなほんと,0
聴いてて気持ちいいな,0
ここえらい走るな　そういうもんなんかな,0
黄色いな,0
私も神だ,0
妖怪なのかｗ,0
２回目期待するからねw,0
なつかしいなー,0
オープニングが神曲すぎる！！,0
ちょとむりやりすぎだな,0
ここの押しづらさはない,0
ほんとこれクリアできない・・・,0
わははははは,0
おっと、出番か？,0
選抜試験かな,0
参考になりました,0
キタキター！！,0
この曲待ってたぜ,0
始めて見たｗ,0
やれやれだぜ,0
ないない,0
がんばれｗ,0
もっと速く走れるよ,0
ぐるぐるすんなｗ,0
いいよねこの音楽,0
クラウドはもっと力任せだと思ふ,0
更新待ってました～！,0
相変わらずあっというまの時間だった,0
ゴールまで頑張ってくれ,0
たしかにねｗ,0
食事中かよｗｗｗ,0
飛ばすわけないじゃないですか☆,0
うぽつ,0
すげぇ平和だｗ,0
すぐ似合います,0
松風有能すぎるｗｗ,0
赤もったいない,0
スキルが凄いことになってきた,0
ブルーアイズ来たな,0
おお、スゲー見やすい,0
電卓うちの学校のと同じだｗ,0
画質いい,0
相手だけで,0
ダントツすぎる,0
照れくさそうなのがいい,0
なんで左側の2を飛ばすんだよｗ,0
すげぇアイテムが来た,0
メンテ良さそう,0
この曲好き,0
なぜつながった,0
つまるところラストゲー,0
ツッコミｗｗ,0
わかるわかるｗ,0
買ってもここに来るｗ,0
このために初めて買いました,0
久しぶりのラジオだ,0
よろしくお願いしますー！,0
なんだいまのｗｗｗ,0
これ国家にしよーぜ,0
夢なら仕方ないww,0
ブレないなｗ,0
いきなりｗ,0
崖のところに狙撃手が一組いまっせ,0
なにした？,0
これが原作か,0
普通の動きなのに笑えるｗｗ,0
いかりん？,0
ハチプロかな？,0
ピラミッドｗｗｗ,0
これPVで使われてたな,0
主人公のテーマで,0
ラスボス戦？,0
こういう疾走感あるのはいいな,0
XPにも似た曲あったような,0
あえてＯＰとＥＤ統一もいいかもな,0
これフィールドにしたわ,0
中ボス戦に使っているよ～,0
これのはやくしたやつ好きだわ,0
これはいいぜ,0
戦闘曲はすべて気に入っています,0
これは村、もしくは町,0
ラストバトルの曲だな,0
これ魔王連戦ゲーで多用してたな,0
やっぱフィールド３だよな,0
ほのぼのしたイベントとかに使ったなぁ,0
いい声だ,0
電池切れとな,0
のびやか心地よいです,0
待ってたぜー！,0
スタート地点か？,0
もうクリアも目前か,0
落ち着きなはれ,0
おまけのが長いｗｗｗｗ,0
俺福岡に住んでる,0
すげえやわらかｗ,0
"野球ゲームは持っていますか?""",0
狙い撃ちされた,0
俺運転する！,0
楽しい映画じゃったよ,0
よくできた映画でした,0
若いから動きに切れがある,0
いつも参考にしてます,0
にやにやがとまらないｗ,0
あいてうまいな,0
次回作も楽しみにしてますよ～,0
流れてる曲のタイトルが知りたい,0
がんばってるな,0
おでんに行きましょう,0
飛行機とおってね？,0
３センチしかのこってない,0
軽い音がいい,0
わんわんお,0
ハサミ系ではこれが一番いい,0
みんなやっぱくるのか,0
耳が幸せ,0
テンポがああああああ,0
全一更新おめ,0
俺なら絶望してる,0
交互うますぎるｗ,0
防御してるのにｗｗ,0
どんな強さかな？,0
戦車から変わらないな,0
これ以上強くなるのかｗ,0
ほかの形態にならないのか？,0
解説ありがとう,0
安定してるね,0
ＨＰどのくらいだろうｗｗ,0
間に合った,0
ミルキー流星群か？,0
バランス調整では,0
コマンド入力じゃね？,0
9999固定,0
安定のずっと俺のターンww,0
歌もPVも素晴らしい！！,0
あのアスラは良かった,0
ぬるぬる動いてたなぁ,0
技も入ってたのが良い,0
キュン死しそうや！,0
よくできてるなあ,0
こういう動画がもっと増えるといいんだけど,0
それは大会での話か？,0
イスの安定感がｗｗｗｗ,0
一人四役,0
聞いてたら楽譜出して弾きたくなった,0
うん壁紙にしたい,0
絵がかっこええから欲しいよ～,0
いい構図,0
これは沁みるなぁ,0
修学旅行じゃない,0
文章が上手いよね！,0
小さな山,0
酒を飲みましょう,0
これはいったい？,0
いい空中投げ,0
店長待ってたー！！,0
動画もいいな,0
3桁記念かきこ,0
鳥肌やばい,0
兄弟愛に泣いた,0
もう泣きそうなんだが,0
自力でとか普通に倒せたとかいってる人わろす,2
まあ普通はアワーグラス20個集めないけどな,2
いや、ノーマルなら普通にいけない？,2
菅野ジャズ嫌いなのにね,2
手拍子が自分も他人も聴くことに邪魔になってることに気づいてくれ･･･頼むから･･･,2
ジャズきらいなくせにコレって,2
ミュージシャンにとって、ライブ中に素人に手拍子されると、本当に困る,2
これは、JAZZじゃない。劇中はJAZZ多いけど。,2
踊りじゃねーって、ゆとりはこれだから・・・,2
手拍子ごときにぐだぐだ言う奴はプロでは無いなｗ,2
手拍子されると嬉しいけど邪魔,2
どっちも原作知ってる必要あるからのびないんだろうな～,2
これはいいなｗｗ,2
最後は好き,2
黒コメはもうちょっとストーカーっぽい黒さの方が楽しいな。怖いけど愛がある、みたいな。,2
評価はされていると思うが 如何せんジェネレーションギャップが･･･,2
画質が低いのがちょっとつらい,2
元の歌詞がわかればもっと楽しめるかも,2
これは微妙だろ　どっちも好きだけど,2
大体命命っていうけどさ…そういう言い方も実質責任逃れなんだよな。只単に命があって何？無理やり生かされてて何？,2
生きてる証って何？心だろ？大事なのは心じゃないのか？否応無しの生き様だの根拠無いハッピーエンド像だのンな事で命が語れるか,2
今の開発費と3Dに偏ったゲームより断然いいよなぁ,2
FFの展開とほぼ同じじゃん,2
強くてﾆｭｰあるから全部見るの楽だろ,2
BGM無しで撮った後別の動画の音声と合成編集してるね、仲間既に全滅済み,2
まだイージーとか言ってるやつが居るのか,2
画質がな～,2
可愛いのはわかるが、結局何がどうなんだ？,2
確かにやよいっぽくない,2
おいおい、英語の歌詞ぐらいくちんと歌っるようになってからやれよ。ギター兄ちゃんはこれだからいかん。,2
これは美しい,2
映像より音楽のがすごいと思う,2
無理やり綺麗にまとめるなよ,2
この手の出で完結してるのは珍しい,2
いやー良くまとまってるよ,2
かっこいいのか！？？,2
・・・・・・・・あれ、要するにドラえもんたちのせい？,2
いちいち元ネタ教えてくれなくてもいいよ,2
いい画像ですね,2
俺死にたくなってきた･･･,2
みんなおかしいよ、俺は癒されるよ,2
なぜfullもこのテンポでいかなかったのか,2
すごく・・・最後に相応しいです,2
今やればもう少し流行ってたかもなあ・・・,2
俺はスゲー好きだったんだけど周りのやつはなんかダメだって言われたわ,2
俺も友達に同じこと言われたわ･･･,2
好きだったんだけどグダグダだったんだよなあ,2
ヘテロダインは自然災害扱いだしナァ　スパロボでとほしいけど出てほしくない二律反正,2
小学生のときは、良さがイマイチわからなかったな,2
OPだけだと普通に強そうなんだよな,2
このちょっとくどいキャラデザが好き,2
最弱で最高のスーパーロボットやんけ！,2
装甲値200というボスボロットよりも薄い装甲,2
日本にまだ夢と希望があった時代だな・・,2
この作品だけはうすたに通ずるものがあるな・・・,2
聖杯取ったら良いのにｗ,2
あら勿体無い,2
主頑張ろうよ…,2
コメントした人恥ずかしいだろうなぁｗ,2
人に聞くばっかりで、自分で調べる努力をしない奴は解らんだろうな,2
嫉妬コメ乙,2
歌うまいんだからマイク買って編集してあげたほうがいい,2
やってても儀礼的なことだけだろうなぁｗ,2
まぁ・・・ねぇ,2
あたりまえだろｗｗｗｗ,2
普通に自動車化歩兵でいいだろｗｗｗ,2
そう言ってると後からうるさくなるぞ,2
当り前である,2
情報はないんだなこれが,2
当たり前だw,2
ですよねｗ,2
そりゃそうだろｗｗｗ,2
おまえのせいだろｗｗｗｗ,2
どうがんばっても死ぬ,2
やると思ったw,2
折られてなくても負けだったとお思うけどなｗ,2
誰もこないｗｗｗｗｗｗｗｗｗｗｗｗｗ,2
おせえよｗｗｗｗｗｗ,2
防衛やる気なさすぎｗ,2
もっと前にでていいんじゃね,2
声はいいよ、音程がんばれ,2
時間稼ぎするんだぞ？,2
気を引き締めていけよーw,2
オタク特有の腐ってる性格恥ずかしくないの？(嘲笑),2
見てませんよ～ｗｗ,2
スクゴリ使ってんの初めて見たwwww,2
サビが残念かな,2
嫌われてんじゃね？,2
やる気だしすぎｗｗｗ,2
焦りすぎやw,2
これはわざとか？,2
せっかく殺し間使うんだから、鉄砲にもう少しコスト割いたら？,2
そんな装備で大丈夫か？,2
罵倒する言葉が中学生wwwwww,2
お前は小学生だけどなwwwwww,2
すぐ怒るのは精神が弱すぎだ,2
どうせ溢れる,2
まぁ逃げられないよな,2
クソワロタ(真顔),2
まだ続けてらしたのですね,2
さすがチンパン,2
主は気付いたら一人になってる事多いね,2
主さんよくテンション保つなぁ,2
やめろとかw何様だよww,2
さっきのでもわかったけどね,2
それが問題だろ自覚ないのか,2
それ言うから伸びんのだよ,2
まぁ普通そう思うよねｗ,2
提督は帰って、どうぞ,2
まぁだいたいあってるよ,2
ビビりすぎw,2
どっか見どころあったか？,2
こういう動画を携帯で聞く人いないでしょ,2
見事な蹲踞ｗ,2
作れないのでなく作りませんか・・・,2
ワンフェスでは人気者だったダヨちゃん。,2
まー飛べてるだけまだいいよ,2
さすがにもうちょいエイム力上げようか,2
初心者に防衛側はキツイな,2
君の視界はどうなってるの？,2
これ恥ずかしくないの？,2
酔っ払いかな？,2
声が合ってないという不思議w,2
早送りなのに運転荒いとかわかるのか,2
盗賊ギルドを裏切った奴は英雄ですね解りますｗ,2
ごめーーんわざとなの,2
やらされてる法曹ほどつまらんものはないな,2
誰でもわかるｗ,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
なにやってんだあいつら・・,2
ちょっと薬物キメ過ぎなんとちゃう？,2
初代の方が全然面白い,2
聞こえん,2
練習動画かな？,2
←ホームレスみたいなのがオシャレ(笑),2
このアホ視点は叩かないで他のいい感じの視点にはでっかい口で叩くんだなくそ脳内元帥どもは,2
図書館に書籍寄付してもお礼もなかったですしね。,2
夢の無い台や,2
相手の手札見ながらは流石になぁ…,2
